id,title,handle,body_html,created_at,updated_at,vendor,product_type,variant_id,variant_title,variant_price,variant_sku,variant_position,variant_grams,variant_compare_at_price,variant_requires_shipping,variant_taxable,variant_featured_image,variant_available,variant_created_at,variant_updated_at,variant_product_id,variant_option1,variant_option2,variant_option3,image_id,image_position,image_created_at,image_updated_at,image_product_id,image_src,image_variant_ids,image_width,image_height,option_name,option_position,option_values
6.67949E+12,Chocolate Chip Cookie Baking Mix,chocolate-chip-cookie-baking-mix,"<p><span>Bake our best-selling Chocolate Chip cookies in your home with our new,<strong> Limited Edition</strong> Chocolate Chip Cookie Baking Mix! This <strong data-mce-fragment=""1"">Limited Edition</strong> Cookie Baking Mix features our furry friend from Sesame Street, Cookie Monster, and is the ideal sometimes treat. Made to share and easy to prepare, just add water and butter (or applesauce!) to the mix. Partake products are certified gluten-free, vegan, non-GMO, and top 9 allergen-free.</span></p>
<p data-pm-slice=""1 1 []"">TM / © 2022 Sesame Workshop.</p>",2022-03-24T14:30:07-04:00,2022-09-29T15:13:49-04:00,Partake Foods,Baking Mix,3.96741E+13,4 Pack,29.99,40-28269,2,468,,TRUE,FALSE,,TRUE,2022-03-24T14:30:08-04:00,2022-09-29T15:07:20-04:00,6.67949E+12,4 Pack,,,2.84838E+13,3,2022-04-01T14:58:08-04:00,2022-04-11T15:12:42-04:00,6.67949E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/Partake_CC_SesameStreet_Back.jpg?v=1649704362,[],1592,2159,Size,1,"['2 Pack', '4 Pack']"
6.67978E+12,Soft Baked Variety Pack,soft-baked-variety-pack,"<p>Enjoy your cookies on the softer side? Our Soft Baked Variety Pack is for you!<br></p>
<p><br><span>Available in your choice of 4-pack or 8-pack, now's a great time to stock up on all of our soft-baked cookie flavors: Chocolate Chip, Double Chocolate Brownie, Cookie Butter &amp; our newest flavor—Lemon!</span></p>
<ul></ul>",2022-03-25T10:56:22-04:00,2022-10-01T22:16:31-04:00,Partake Foods,Cookies,3.96751E+13,8 Pack,43.99,99-01046,2,0,,TRUE,FALSE,,TRUE,2022-03-25T15:16:34-04:00,2022-09-30T00:11:05-04:00,6.67978E+12,8 Pack,,,2.84664E+13,3,2022-03-25T10:59:24-04:00,2022-03-25T10:59:25-04:00,6.67978E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/SoftBaked_VarietyPack_w_lemon_4row_47c47cc5-ab6e-40aa-a6c6-2ad8f9e87eb8.png?v=1648220365,[],2400,2400,Size,1,"['4 Pack', '8 Pack']"
6.67977E+12,All the Cookies! Family Pack (8 Boxes),all-the-cookies-family-pack-8-boxes,"<p>You can have everything! With our ""All the Cookies!"" Family Pack, enjoy all of our crave-worthy crunchy &amp; soft-baked cookie flavors delivered to your door.<br></p>
<p><br><span>Includes one 5.5 oz box of each flavor. Crunchy: Chocolate Chip, Double Chocolate, Ginger Snap &amp; Birthday Cake.</span><br><span>Soft Baked: Cookie Butter, Double Chocolate Brownie, Chocolate Chip, &amp; Lemon.</span></p>",2022-03-25T09:30:03-04:00,2022-09-30T20:06:15-04:00,Partake Foods,Cookies,3.96748E+13,Default Title,43.99,99-01018,1,0,,TRUE,FALSE,,TRUE,2022-03-25T09:30:04-04:00,2022-09-30T20:04:31-04:00,6.67977E+12,Default Title,,,2.84663E+13,2,2022-03-25T09:36:15-04:00,2022-03-28T16:36:19-04:00,6.67977E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/SL2A1191-Edit_1080_1.png?v=1648499779,[],1080,1080,Title,1,['Default Title']
6.67978E+12,Crunchy Variety Pack,crunchy-variety-pack,"<p><span>If crunchy cookies have your heart, our Crunchy Cookie Variety Pack is for you. Enjoy all of our crave-worthy crunchy cookie flavors delivered to your door.</span><br><br><span>Available in your choice of 4-pack or 8-pack, now's a great time to stock up on all of our all of our crunchy flavors: Chocolate Chip, Double Chocolate, Ginger Snap &amp; Birthday Cake.</span></p>",2022-03-25T10:41:56-04:00,2022-10-02T00:01:23-04:00,Partake Foods,Cookies,3.96751E+13,8 Pack,43.99,99-01045,2,0,,TRUE,FALSE,,TRUE,2022-03-25T15:19:44-04:00,2022-09-30T00:11:05-04:00,6.67978E+12,8 Pack,,,2.84664E+13,3,2022-03-25T10:43:26-04:00,2022-03-25T10:43:51-04:00,6.67978E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/CrunchyVariety_4row_1.png?v=1648219431,[],2400,2400,Size,1,"['4 Pack', '8 Pack']"
6.67686E+12,Crunchy Chocolate Chip Mini Cookies - 10 Snack Packs,crunchy-chocolate-chip-mini-cookies-10-snack-packs,"<p><span data-mce-fragment=""1"">Same big chocolate chip flavor you already know and love in a bite-sized form. </span></p>",2022-03-18T14:39:57-04:00,2022-10-01T14:52:45-04:00,Partake Foods,BYO,3.96658E+13,Default Title,11,00799-2,1,468,,TRUE,FALSE,,TRUE,2022-03-18T14:39:58-04:00,2022-10-01T14:48:10-04:00,6.67686E+12,Default Title,,,2.84535E+13,2,2022-03-18T15:19:12-04:00,2022-03-18T15:19:14-04:00,6.67686E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/MiniSnackPackBacksquare.png?v=1647631154,[],1980,1981,Title,1,['Default Title']
6.67254E+12,Crunchy Chocolate Chip Mini Cookies - 10 Snack Packs,crunchy-chocolate-chip-mini-cookie-snack-pack,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">It's our best-seller in a new *</span><strong data-mce-fragment=""1"">mini</strong><span data-mce-fragment=""1"">* size! Our Crunchy Chocolate Chip Mini Cookie Snack Packs bring the same big chocolate chip flavor you already know and love in a bite-sized form. Ideal for grab-and-go, these vegan, allergy-friendly &amp; non-GMO Mini Chocolate Chip cookies will go the distance to keep you satisfied.</span><b data-mce-fragment=""1""></b></p>",2022-03-16T17:18:21-04:00,2022-09-29T00:16:00-04:00,Partake Foods,Cookies,3.96393E+13,3 Boxes,32.99,30-07992,2,0,,TRUE,TRUE,,TRUE,2022-03-16T17:21:27-04:00,2022-09-29T00:10:05-04:00,6.67254E+12,3 Boxes,,,2.8453E+13,4,2022-03-18T11:49:54-04:00,2022-09-07T22:44:45-04:00,6.67254E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/MiniSnackPackBack.png?v=1662605085,[],1980,2475,Pack,1,"['2 Boxes', '3 Boxes']"
6.67104E+12,GRIN Classic Pancake 10oz box,grin-classic-pancake-10oz-box,"<p><span data-mce-fragment=""1"">Upgrade your everyday with our Classic Pancake &amp; Waffle Mix. This gluten-free, plant-based, and allergy-friendly mix makes worry-free breakfasts in minutes! Just add water for fluffy pancakes. Whip up waffles with just water and oil. Like all Partake products, our Classic Pancake &amp; Waffle Mix is certified vegan, non-GMO, gluten-free and top 9 allergen free.</span></p>
<p><span data-mce-fragment=""1""><meta charset=""utf-8"">Did you know? Our Pancake &amp; Waffle Mix makes cakes, muffins, and more. See <a href=""https://partakefoods.com/blogs/recipes/classic-pancake-waffle-recipes"" target=""_blank"" title=""Classic Pancake &amp; Waffle Recipes"" rel=""noopener noreferrer"">recipes</a>.</span></p>",2022-03-15T15:21:04-04:00,2022-09-07T13:58:08-04:00,Partake Foods,Breakfast Mix,3.96328E+13,Default Title,8,99-01037,1,468,,TRUE,FALSE,,TRUE,2022-03-15T15:21:04-04:00,2022-08-22T11:03:06-04:00,6.67104E+12,Default Title,,,2.8442E+13,6,2022-03-15T15:21:13-04:00,2022-03-15T15:21:13-04:00,6.67104E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/PartakeClassicWaffleRecipe_c0478061-e896-423e-85ff-b9f58ebdf83a.jpg?v=1647372073,[],1200,1200,Title,1,['Default Title']
6.67132E+12,GRIN All the Cookies! Variety 8 pack,grin-all-the-cookies-variety-8-pack,"<p><strong>You <i>can</i> have everything! With our family pack, enjoy all of our crave-worthy crunchy &amp; soft-baked cookies.</strong><br></p>
<p>Snag each of our super delicious cookies and save some dough while you’re at it! Includes 1 box of each flavor: Crunchy Chocolate Chip, Double Chocolate Chip, Gingersnap, Birthday Cake, plus Soft-Baked Cookie Butter, Double Chocolate &amp; Chocolate Chip, and Lemon.</p>",2022-03-16T00:43:17-04:00,2022-09-07T13:58:13-04:00,Partake Foods,Cookies,3.96332E+13,Default Title,43.99,99-01044,1,1996,,TRUE,FALSE,,TRUE,2022-03-16T00:43:17-04:00,2022-09-07T13:58:12-04:00,6.67132E+12,Default Title,,,2.84427E+13,1,2022-03-16T00:48:36-04:00,2022-03-16T00:48:38-04:00,6.67132E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/All_variety.png?v=1647406118,[],2400,2400,Title,1,['Default Title']
6.67131E+12,GRIN Soft Baked Variety 4 Pack,grin-soft-baked-variety-4-pack,"<p><strong>You <i>can</i> have everything! With our Soft Baked variety pack, enjoy all of our crave-worthy cookies!</strong><br></p>
<p><span>Snag each of our crave-worthy Soft Baked cookies and save some dough while you’re at it! Includes 2 boxes of each Soft Baked</span><span> flavor: Chocolate Chip, Cookie Butter &amp; Double Chocolate.</span></p>
<ul></ul>",2022-03-16T00:38:31-04:00,2022-09-07T13:58:12-04:00,Partake Foods,Cookies,3.96332E+13,Default Title,21.99,99-01043,1,998,,TRUE,FALSE,,TRUE,2022-03-16T00:38:31-04:00,2022-09-07T13:58:11-04:00,6.67131E+12,Default Title,,,2.84427E+13,1,2022-03-16T00:49:33-04:00,2022-03-16T00:49:35-04:00,6.67131E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/SoftBaked_VarietyPack_w_lemon_4row.png?v=1647406175,[],2400,2400,Title,1,['Default Title']
6.6713E+12,GRIN Cookies Crunchy 4 Pack,grin-cookies-crunchy-4-pack,"<p>You <i>can</i> have everything! With our variety pack, enjoy all of our crave-worthy crunchy cookies!</p>
<p><span>Snag each of our crave-worthy Crunchy cookies and save some dough while you’re at it! Includes 1 box of each </span><span>Crunchy</span><span> flavor: Chocolate Chip, Double Chocolate Chip, Gingersnap, Birthday Cake. <br><br><br></span></p>
<p><br></p>",2022-03-16T00:31:38-04:00,2022-09-07T13:58:11-04:00,Partake Foods,Cookies,3.96332E+13,Default Title,21.99,99-01042,1,907,,TRUE,FALSE,,TRUE,2022-03-16T00:31:39-04:00,2022-09-07T13:58:10-04:00,6.6713E+12,Default Title,,,2.84426E+13,1,2022-03-16T00:35:59-04:00,2022-03-16T00:36:01-04:00,6.6713E+12,https://cdn.shopify.com/s/files/1/0012/2296/7353/products/CrunchyVariety_4row.png?v=1647405361,[],2400,2400,Title,1,['Default Title']
